source,target,mirtarbase,correlation,qvalue
hsa-miR-222-3p,CPEB3,,-0.307,0.027
hsa-miR-501-3p,SLC25A26,,-0.307,0.027
hsa-miR-205-5p,MINDY2,,-0.307,0.027
hsa-miR-454-3p,ALX4,,-0.306,0.027
hsa-miR-25-3p,ENTPD4,,-0.306,0.027
hsa-miR-32-5p,RBFOX2,MIRT028355,-0.306,0.028
hsa-miR-502-3p,SLC25A26,,-0.306,0.028
hsa-let-7g-5p,STX17,,-0.306,0.028
hsa-let-7b-5p,SENP5,,-0.306,0.028
hsa-miR-20b-5p,HS3ST5,,-0.306,0.028
hsa-miR-134-5p,RPAP2,,-0.306,0.028
hsa-miR-200a-3p,MEIS2,,-0.306,0.028
hsa-miR-27a-3p,AFF3,,-0.306,0.028
hsa-miR-27b-3p,SETD7,,-0.305,0.028
hsa-miR-378a-3p,GOLT1A,MIRT734396,-0.305,0.028
hsa-miR-200c-3p,NEGR1,,-0.305,0.028
hsa-miR-193a-3p,ETV6,,-0.305,0.028
hsa-miR-27b-3p,ZBTB37,MIRT739469,-0.305,0.028
hsa-miR-148a-3p,MGAT5,,-0.305,0.028
hsa-miR-25-3p,HEG1,,-0.305,0.028
hsa-miR-98-5p,EOGT,,-0.305,0.028
hsa-miR-374c-5p,ATXN1,,-0.305,0.028
hsa-miR-27b-3p,BBX,,-0.305,0.028
hsa-miR-27b-3p,RCOR3,,-0.305,0.028
hsa-miR-186-5p,CEP41,,-0.305,0.028
hsa-miR-106b-5p,ATXN1,MIRT441140,-0.305,0.028
hsa-let-7g-5p,PAWR,,-0.305,0.028
hsa-miR-374b-5p,NCKAP1,,-0.305,0.028
hsa-miR-24-3p,CHIC1,,-0.304,0.028
hsa-miR-24-3p,DALRD3,,-0.304,0.028
hsa-miR-33a-5p,MAP3K7,,-0.304,0.028
hsa-miR-33a-5p,MSRB3,,-0.304,0.028
hsa-miR-193b-3p,KCNJ2,,-0.304,0.028
hsa-miR-27b-3p,SPRY2,,-0.304,0.028
hsa-miR-23b-3p,VRK3,,-0.304,0.028
hsa-miR-106a-5p,TMEM167A,,-0.304,0.028
hsa-let-7g-5p,TMEM251,,-0.304,0.028
hsa-miR-223-3p,MSI2,,-0.304,0.028
hsa-miR-34a-5p,PDE7B,,-0.304,0.028
hsa-miR-25-3p,JPH2,,-0.304,0.028
hsa-miR-148a-3p,STOX2,,-0.304,0.028
hsa-miR-27b-3p,CREB1,MIRT054313,-0.304,0.028
hsa-let-7f-5p,TMEM251,,-0.304,0.028
hsa-miR-200c-3p,KLF12,,-0.304,0.028
hsa-miR-32-5p,DKK3,,-0.303,0.029
hsa-miR-30d-5p,KCNJ15,,-0.303,0.029
hsa-miR-27b-3p,AFF3,,-0.303,0.029
hsa-miR-222-3p,ERBB4,,-0.303,0.029
hsa-miR-148a-3p,HIF1AN,,-0.303,0.029
hsa-miR-449a,TMEM184B,,-0.303,0.029
hsa-miR-33a-5p,ZNF281,MIRT500394,-0.303,0.029
hsa-miR-106b-5p,CCND2,MIRT005862,-0.303,0.029
hsa-miR-30e-5p,SLC38A7,MIRT726529,-0.303,0.029
hsa-miR-193b-3p,TCF4,,-0.303,0.029
hsa-miR-30b-5p,TPM4,,-0.303,0.029
hsa-miR-34a-5p,RORA,,-0.302,0.029
hsa-miR-141-3p,WIPF1,,-0.302,0.029
hsa-miR-16-5p,SH3BGRL2,,-0.302,0.029
hsa-let-7g-5p,POLR3D,MIRT123980,-0.302,0.029
hsa-miR-146b-5p,BTG2,,-0.302,0.029
hsa-miR-34a-5p,ATXN7,,-0.302,0.03
hsa-miR-30d-5p,RNF122,MIRT726732,-0.302,0.03
hsa-miR-34a-5p,YY1,MIRT004045,-0.302,0.03
hsa-miR-125b-5p,CDS2,,-0.302,0.03
hsa-let-7d-5p,PDE12,MIRT120920,-0.302,0.03
hsa-miR-200b-3p,WIPF1,,-0.302,0.03
hsa-miR-15b-5p,LAMC1,MIRT474319,-0.302,0.03
hsa-miR-330-3p,SEPTIN11,,-0.302,0.03
hsa-miR-22-3p,ZNF740,,-0.302,0.03
hsa-miR-106a-5p,GNS,MIRT135795,-0.301,0.03
hsa-miR-33a-5p,HIPK1,,-0.301,0.03
hsa-miR-222-3p,C18orf25,MIRT437678,-0.301,0.03
hsa-miR-330-3p,ADGRL2,,-0.301,0.03
hsa-miR-128-3p,KIRREL1,,-0.301,0.03
hsa-miR-200b-3p,GRAP2,,-0.301,0.03
hsa-miR-33b-5p,RIC1,,-0.301,0.03
hsa-miR-33a-5p,DDX3X,,-0.301,0.03
hsa-miR-29c-3p,KIRREL1,,-0.301,0.03
hsa-let-7d-5p,CALU,MIRT123316,-0.301,0.03
hsa-miR-30b-5p,SAMD4A,,-0.301,0.03
hsa-let-7g-5p,AFF2,,-0.3,0.03
hsa-miR-339-5p,DAAM2,,-0.3,0.03
hsa-miR-30b-5p,TMTC3,,-0.3,0.03
hsa-miR-205-5p,RAB11FIP1,MIRT505979,-0.3,0.03
hsa-miR-222-3p,PANK3,MIRT046819,-0.3,0.03
hsa-miR-378a-3p,ALS2,,-0.3,0.03
ZBTB4,KEGG:05200,,,1.2186862937996495e-06
DZIP1,KEGG:05200,,,1.2186862937996495e-06
WAC,KEGG:05200,,,1.2186862937996495e-06
DCP2,KEGG:05200,,,1.2186862937996495e-06
CBX7,KEGG:05200,,,1.2186862937996495e-06
SATB2,KEGG:05200,,,1.2186862937996495e-06
JCAD,KEGG:05200,,,1.2186862937996495e-06
CALN1,KEGG:05200,,,1.2186862937996495e-06
NAV1,KEGG:05200,,,1.2186862937996495e-06
ABI2,KEGG:05200,,,1.2186862937996495e-06
MOB3B,KEGG:05200,,,1.2186862937996495e-06
BMF,KEGG:05200,,,1.2186862937996495e-06
TSPAN2,KEGG:05200,,,1.2186862937996495e-06
NFIX,KEGG:05200,,,1.2186862937996495e-06
BBX,KEGG:05200,,,1.2186862937996495e-06
ACVR1B,KEGG:05200,,,1.2186862937996495e-06
RUNX1T1,KEGG:05200,,,1.2186862937996495e-06
TMED8,KEGG:05200,,,1.2186862937996495e-06
MYEF2,KEGG:05200,,,1.2186862937996495e-06
BACH2,KEGG:05200,,,1.2186862937996495e-06
NEK4,KEGG:05200,,,1.2186862937996495e-06
KIAA1217,KEGG:05200,,,1.2186862937996495e-06
HIPK2,KEGG:05200,,,1.2186862937996495e-06
DOK6,KEGG:05200,,,1.2186862937996495e-06
LRRC8A,KEGG:05200,,,1.2186862937996495e-06
LIN54,KEGG:05200,,,1.2186862937996495e-06
ERG,KEGG:05200,,,1.2186862937996495e-06
CCDC85C,KEGG:05200,,,1.2186862937996495e-06
JAK1,KEGG:05200,,,1.2186862937996495e-06
LMOD1,KEGG:05200,,,1.2186862937996495e-06
ELAVL2,KEGG:05200,,,1.2186862937996495e-06
INTS2,KEGG:05200,,,1.2186862937996495e-06
ARIH1,KEGG:05200,,,1.2186862937996495e-06
KCTD20,KEGG:05200,,,1.2186862937996495e-06
MEST,KEGG:05200,,,1.2186862937996495e-06
PMEPA1,KEGG:05200,,,1.2186862937996495e-06
ESR1,KEGG:01521,,,3.862058130932505e-06
PPIC,KEGG:01521,,,3.862058130932505e-06
DZIP1,KEGG:01521,,,3.862058130932505e-06
SATB2,KEGG:01521,,,3.862058130932505e-06
NAV1,KEGG:01521,,,3.862058130932505e-06
NFIX,KEGG:01521,,,3.862058130932505e-06
RUNX1T1,KEGG:01521,,,3.862058130932505e-06
ENTPD1,KEGG:01521,,,3.862058130932505e-06
ERG,KEGG:01521,,,3.862058130932505e-06
CCDC85C,KEGG:01521,,,3.862058130932505e-06
NEDD4L,KEGG:01521,,,3.862058130932505e-06
KIRREL1,KEGG:01521,,,3.862058130932505e-06
PMEPA1,KEGG:01521,,,3.862058130932505e-06
CREBL2,KEGG:04010,,,1.1743030706909343e-05
CBX7,KEGG:04010,,,1.1743030706909343e-05
UHRF1BP1,KEGG:04010,,,1.1743030706909343e-05
SATB2,KEGG:04010,,,1.1743030706909343e-05
GPR157,KEGG:04010,,,1.1743030706909343e-05
CALN1,KEGG:04010,,,1.1743030706909343e-05
NAV1,KEGG:04010,,,1.1743030706909343e-05
NFIX,KEGG:04010,,,1.1743030706909343e-05
MSI2,KEGG:04010,,,1.1743030706909343e-05
BBX,KEGG:04010,,,1.1743030706909343e-05
BMPR2,KEGG:04010,,,1.1743030706909343e-05
FGF1,KEGG:04010,,,1.1743030706909343e-05
RUNX1T1,KEGG:04010,,,1.1743030706909343e-05
TMED8,KEGG:04010,,,1.1743030706909343e-05
YTHDC1,KEGG:04010,,,1.1743030706909343e-05
PPP6R3,KEGG:04010,,,1.1743030706909343e-05
LIN54,KEGG:04010,,,1.1743030706909343e-05
ERG,KEGG:04010,,,1.1743030706909343e-05
LMOD1,KEGG:04010,,,1.1743030706909343e-05
ELAVL2,KEGG:04010,,,1.1743030706909343e-05
NEDD4L,KEGG:04010,,,1.1743030706909343e-05
KIRREL1,KEGG:04010,,,1.1743030706909343e-05
CYB561D1,KEGG:04010,,,1.1743030706909343e-05
CEP41,KEGG:04010,,,1.1743030706909343e-05
PPIC,KEGG:04151,,,5.3276289351239024e-05
DZIP1,KEGG:04151,,,5.3276289351239024e-05
CBX7,KEGG:04151,,,5.3276289351239024e-05
UHRF1BP1,KEGG:04151,,,5.3276289351239024e-05
SATB2,KEGG:04151,,,5.3276289351239024e-05
JCAD,KEGG:04151,,,5.3276289351239024e-05
NAV1,KEGG:04151,,,5.3276289351239024e-05
MOB3B,KEGG:04151,,,5.3276289351239024e-05
BMF,KEGG:04151,,,5.3276289351239024e-05
DIO2,KEGG:04151,,,5.3276289351239024e-05
TSPAN2,KEGG:04151,,,5.3276289351239024e-05
NFIX,KEGG:04151,,,5.3276289351239024e-05
BBX,KEGG:04151,,,5.3276289351239024e-05
RUNX1T1,KEGG:04151,,,5.3276289351239024e-05
MYEF2,KEGG:04151,,,5.3276289351239024e-05
BACH2,KEGG:04151,,,5.3276289351239024e-05
NEK4,KEGG:04151,,,5.3276289351239024e-05
ADAMTS2,KEGG:04151,,,5.3276289351239024e-05
ERG,KEGG:04151,,,5.3276289351239024e-05
CCDC85C,KEGG:04151,,,5.3276289351239024e-05
LMOD1,KEGG:04151,,,5.3276289351239024e-05
ELAVL2,KEGG:04151,,,5.3276289351239024e-05
NEDD4L,KEGG:04151,,,5.3276289351239024e-05
PMEPA1,KEGG:04151,,,5.3276289351239024e-05
TMEM167A,KEGG:04151,,,5.3276289351239024e-05
DZIP1,KEGG:04510,,,0.0010298121137961
SATB2,KEGG:04510,,,0.0010298121137961
NAV1,KEGG:04510,,,0.0010298121137961
TSPAN2,KEGG:04510,,,0.0010298121137961
NFIX,KEGG:04510,,,0.0010298121137961
FGF1,KEGG:04510,,,0.0010298121137961
CYTH3,KEGG:04510,,,0.0010298121137961
RUNX1T1,KEGG:04510,,,0.0010298121137961
MYEF2,KEGG:04510,,,0.0010298121137961
BACH2,KEGG:04510,,,0.0010298121137961
NEK4,KEGG:04510,,,0.0010298121137961
ADAMTS2,KEGG:04510,,,0.0010298121137961
ERG,KEGG:04510,,,0.0010298121137961
MEST,KEGG:04510,,,0.0010298121137961
ZC2HC1C,KEGG:04510,,,0.0010298121137961
PMEPA1,KEGG:04510,,,0.0010298121137961
AHCYL2,KEGG:05215,,,0.0033319109123696
DZIP1,KEGG:05215,,,0.0033319109123696
SATB2,KEGG:05215,,,0.0033319109123696
NAV1,KEGG:05215,,,0.0033319109123696
ABI2,KEGG:05215,,,0.0033319109123696
NFIX,KEGG:05215,,,0.0033319109123696
RUNX1T1,KEGG:05215,,,0.0033319109123696
KCNN3,KEGG:05215,,,0.0033319109123696
PMEPA1,KEGG:05215,,,0.0033319109123696
TMEM167A,KEGG:05215,,,0.0033319109123696
ZBTB4,KEGG:05205,,,0.0033319109123696
UHRF1BP1,KEGG:05205,,,0.0033319109123696
NAV1,KEGG:05205,,,0.0033319109123696
SLC16A14,KEGG:05205,,,0.0033319109123696
NFIX,KEGG:05205,,,0.0033319109123696
FGF1,KEGG:05205,,,0.0033319109123696
RUNX1T1,KEGG:05205,,,0.0033319109123696
MYEF2,KEGG:05205,,,0.0033319109123696
BACH2,KEGG:05205,,,0.0033319109123696
KIAA1217,KEGG:05205,,,0.0033319109123696
ERG,KEGG:05205,,,0.0033319109123696
LMOD1,KEGG:05205,,,0.0033319109123696
ARIH1,KEGG:05205,,,0.0033319109123696
KCTD20,KEGG:05205,,,0.0033319109123696
NEDD4L,KEGG:05205,,,0.0033319109123696
DAAM1,KEGG:04550,,,0.0041060813043152
NAV1,KEGG:04550,,,0.0041060813043152
GBA2,KEGG:04550,,,0.0041060813043152
NFIX,KEGG:04550,,,0.0041060813043152
DKK3,KEGG:04550,,,0.0041060813043152
ANTXR2,KEGG:04550,,,0.0041060813043152
CDS1,KEGG:04550,,,0.0041060813043152
KIAA1217,KEGG:04550,,,0.0041060813043152
AFAP1L2,KEGG:04550,,,0.0041060813043152
CCDC85C,KEGG:04550,,,0.0041060813043152
UBASH3B,KEGG:04550,,,0.0041060813043152
INTS2,KEGG:04550,,,0.0041060813043152
PPIC,KEGG:04150,,,0.0070669136026156
DZIP1,KEGG:04150,,,0.0070669136026156
NAV1,KEGG:04150,,,0.0070669136026156
NFIX,KEGG:04150,,,0.0070669136026156
RUNX1T1,KEGG:04150,,,0.0070669136026156
YTHDC1,KEGG:04150,,,0.0070669136026156
CSNK1A1,KEGG:04150,,,0.0070669136026156
AKAP12,KEGG:04150,,,0.0070669136026156
ERG,KEGG:04150,,,0.0070669136026156
FBXO28,KEGG:04150,,,0.0070669136026156
NF1,KEGG:04150,,,0.0070669136026156
CYB561D1,KEGG:04150,,,0.0070669136026156
DZIP1,KEGG:05222,,,0.0070669136026156
JCAD,KEGG:05222,,,0.0070669136026156
TSPAN2,KEGG:05222,,,0.0070669136026156
NFIX,KEGG:05222,,,0.0070669136026156
TMED8,KEGG:05222,,,0.0070669136026156
MYEF2,KEGG:05222,,,0.0070669136026156
BACH2,KEGG:05222,,,0.0070669136026156
MEST,KEGG:05222,,,0.0070669136026156
PMEPA1,KEGG:05222,,,0.0070669136026156
BMF,KEGG:04725,,,0.0070669136026156
NFIX,KEGG:04725,,,0.0070669136026156
MSI2,KEGG:04725,,,0.0070669136026156
ERG,KEGG:04725,,,0.0070669136026156
ELAVL2,KEGG:04725,,,0.0070669136026156
KCTD20,KEGG:04725,,,0.0070669136026156
MTPN,KEGG:04725,,,0.0070669136026156
ZC2HC1C,KEGG:04725,,,0.0070669136026156
PMEPA1,KEGG:04725,,,0.0070669136026156
TMEM167A,KEGG:04725,,,0.0070669136026156
DZIP1,KEGG:05214,,,0.0073484004233922
SATB2,KEGG:05214,,,0.0073484004233922
JCAD,KEGG:05214,,,0.0073484004233922
NAV1,KEGG:05214,,,0.0073484004233922
NFIX,KEGG:05214,,,0.0073484004233922
RUNX1T1,KEGG:05214,,,0.0073484004233922
ERG,KEGG:05214,,,0.0073484004233922
KCTD20,KEGG:05214,,,0.0073484004233922
WAC,KEGG:04014,,,0.0080090670551392
CBX7,KEGG:04014,,,0.0080090670551392
SATB2,KEGG:04014,,,0.0080090670551392
NAV1,KEGG:04014,,,0.0080090670551392
BMF,KEGG:04014,,,0.0080090670551392
NFIX,KEGG:04014,,,0.0080090670551392
BBX,KEGG:04014,,,0.0080090670551392
RUNX1T1,KEGG:04014,,,0.0080090670551392
COL6A3,KEGG:04014,,,0.0080090670551392
PPP6R3,KEGG:04014,,,0.0080090670551392
LIN54,KEGG:04014,,,0.0080090670551392
ERG,KEGG:04014,,,0.0080090670551392
LMOD1,KEGG:04014,,,0.0080090670551392
ELAVL2,KEGG:04014,,,0.0080090670551392
KIRREL1,KEGG:04014,,,0.0080090670551392
FNDC3B,KEGG:04310,,,0.014250554799828
PDGFRA,KEGG:04310,,,0.014250554799828
TBX18,KEGG:04310,,,0.014250554799828
PRELID2,KEGG:04310,,,0.014250554799828
NEK4,KEGG:04310,,,0.014250554799828
HIPK2,KEGG:04310,,,0.014250554799828
DCUN1D3,KEGG:04310,,,0.014250554799828
ERG,KEGG:04310,,,0.014250554799828
KCTD20,KEGG:04310,,,0.014250554799828
BCORL1,KEGG:04310,,,0.014250554799828
CEP41,KEGG:04310,,,0.014250554799828
GRAP2,KEGG:04310,,,0.014250554799828
DZIP1,KEGG:04218,,,0.0165873204060652
WAC,KEGG:04218,,,0.0165873204060652
KLF12,KEGG:04218,,,0.0165873204060652
JCAD,KEGG:04218,,,0.0165873204060652
CALN1,KEGG:04218,,,0.0165873204060652
ABI2,KEGG:04218,,,0.0165873204060652
NFIX,KEGG:04218,,,0.0165873204060652
NEK4,KEGG:04218,,,0.0165873204060652
RAP2B,KEGG:04218,,,0.0165873204060652
KIAA1217,KEGG:04218,,,0.0165873204060652
SEMA6D,KEGG:04218,,,0.0165873204060652
CALN1,KEGG:04380,,,0.0165873204060652
MOB3B,KEGG:04380,,,0.0165873204060652
NFIX,KEGG:04380,,,0.0165873204060652
SRGAP1,KEGG:04380,,,0.0165873204060652
TMED8,KEGG:04380,,,0.0165873204060652
CCDC85C,KEGG:04380,,,0.0165873204060652
JAK1,KEGG:04380,,,0.0165873204060652
ZC2HC1C,KEGG:04380,,,0.0165873204060652
CEP41,KEGG:04380,,,0.0165873204060652
TMEM167A,KEGG:04380,,,0.0165873204060652
DZIP1,KEGG:05218,,,0.020634948950284
SATB2,KEGG:05218,,,0.020634948950284
JCAD,KEGG:05218,,,0.020634948950284
NAV1,KEGG:05218,,,0.020634948950284
NFIX,KEGG:05218,,,0.020634948950284
BBX,KEGG:05218,,,0.020634948950284
JAK1,KEGG:05218,,,0.020634948950284
CALN1,KEGG:05161,,,0.020634948950284
NFIX,KEGG:05161,,,0.020634948950284
BMPR2,KEGG:05161,,,0.020634948950284
RUNX1T1,KEGG:05161,,,0.020634948950284
TMED8,KEGG:05161,,,0.020634948950284
ERG,KEGG:05161,,,0.020634948950284
CCDC85C,KEGG:05161,,,0.020634948950284
PMEPA1,KEGG:05161,,,0.020634948950284
CEP41,KEGG:05161,,,0.020634948950284
TMEM167A,KEGG:05161,,,0.020634948950284
PDE12,KEGG:05161,,,0.020634948950284
ZBTB4,KEGG:01522,,,0.0223392157074629
NAV1,KEGG:01522,,,0.0223392157074629
NFIX,KEGG:01522,,,0.0223392157074629
FTO,KEGG:01522,,,0.0223392157074629
RUNX1T1,KEGG:01522,,,0.0223392157074629
LRRC8A,KEGG:01522,,,0.0223392157074629
ARIH1,KEGG:01522,,,0.0223392157074629
PMEPA1,KEGG:01522,,,0.0223392157074629
NFIX,KEGG:04722,,,0.0223392157074629
BMPR2,KEGG:04722,,,0.0223392157074629
RUNX1T1,KEGG:04722,,,0.0223392157074629
TMED8,KEGG:04722,,,0.0223392157074629
YTHDC1,KEGG:04722,,,0.0223392157074629
KCTD20,KEGG:04722,,,0.0223392157074629
MMP2,KEGG:04722,,,0.0223392157074629
PMEPA1,KEGG:04722,,,0.0223392157074629
CYB561D1,KEGG:04722,,,0.0223392157074629
BMF,KEGG:04713,,,0.0228129753258291
MSI2,KEGG:04713,,,0.0228129753258291
VEZF1,KEGG:04713,,,0.0228129753258291
COL6A3,KEGG:04713,,,0.0228129753258291
ERG,KEGG:04713,,,0.0228129753258291
ELAVL2,KEGG:04713,,,0.0228129753258291
KCTD20,KEGG:04713,,,0.0228129753258291
TMEM167A,KEGG:04713,,,0.0228129753258291
NAV1,KEGG:04152,,,0.0228129753258291
ABI2,KEGG:04152,,,0.0228129753258291
NFIX,KEGG:04152,,,0.0228129753258291
FLNC,KEGG:04152,,,0.0228129753258291
BCL3,KEGG:04152,,,0.0228129753258291
PTPN14,KEGG:04152,,,0.0228129753258291
NF1,KEGG:04152,,,0.0228129753258291
CEP41,KEGG:04152,,,0.0228129753258291
TMEM167A,KEGG:04152,,,0.0228129753258291
FRK,KEGG:04144,,,0.0228505133893449
SATB2,KEGG:04144,,,0.0228505133893449
SPIN1,KEGG:04144,,,0.0228505133893449
CALN1,KEGG:04144,,,0.0228505133893449
NAV1,KEGG:04144,,,0.0228505133893449
CAMKK2,KEGG:04144,,,0.0228505133893449
ZSWIM4,KEGG:04144,,,0.0228505133893449
TMED8,KEGG:04144,,,0.0228505133893449
KIAA1217,KEGG:04144,,,0.0228505133893449
PTPN14,KEGG:04144,,,0.0228505133893449
CCNJL,KEGG:04144,,,0.0228505133893449
RILPL1,KEGG:04144,,,0.0228505133893449
CREB1,KEGG:04144,,,0.0228505133893449
RIC1,KEGG:04144,,,0.0228505133893449
ZBTB4,KEGG:05224,,,0.0248149874350273
DZIP1,KEGG:05224,,,0.0248149874350273
CBX7,KEGG:05224,,,0.0248149874350273
JCAD,KEGG:05224,,,0.0248149874350273
NAV1,KEGG:05224,,,0.0248149874350273
NFIX,KEGG:05224,,,0.0248149874350273
BBX,KEGG:05224,,,0.0248149874350273
RUNX1T1,KEGG:05224,,,0.0248149874350273
PRELID2,KEGG:05224,,,0.0248149874350273
LRRC8A,KEGG:05224,,,0.0248149874350273
CALN1,KEGG:04926,,,0.0328233692141049
BMF,KEGG:04926,,,0.0328233692141049
NFIX,KEGG:04926,,,0.0328233692141049
RUNX1T1,KEGG:04926,,,0.0328233692141049
KIAA1217,KEGG:04926,,,0.0328233692141049
ERG,KEGG:04926,,,0.0328233692141049
ELAVL2,KEGG:04926,,,0.0328233692141049
ARIH1,KEGG:04926,,,0.0328233692141049
TMEM167A,KEGG:04926,,,0.0328233692141049
ESR1,KEGG:04012,,,0.0334228152996326
UHRF1BP1,KEGG:04012,,,0.0334228152996326
NFIX,KEGG:04012,,,0.0334228152996326
RUNX1T1,KEGG:04012,,,0.0334228152996326
ERG,KEGG:04012,,,0.0334228152996326
KCTD20,KEGG:04012,,,0.0334228152996326
NEDD4L,KEGG:04012,,,0.0334228152996326
DZIP1,KEGG:04068,,,0.0336794081176257
CALN1,KEGG:04068,,,0.0336794081176257
NAV1,KEGG:04068,,,0.0336794081176257
ABI2,KEGG:04068,,,0.0336794081176257
NFIX,KEGG:04068,,,0.0336794081176257
RUNX1T1,KEGG:04068,,,0.0336794081176257
NEK4,KEGG:04068,,,0.0336794081176257
RND3,KEGG:04068,,,0.0336794081176257
SENP5,KEGG:04068,,,0.0336794081176257
DAAM1,KEGG:04630,,,0.0412526379707444
SATB2,KEGG:04630,,,0.0412526379707444
MOB3B,KEGG:04630,,,0.0412526379707444
DIO2,KEGG:04630,,,0.0412526379707444
NFIX,KEGG:04630,,,0.0412526379707444
RUNX1T1,KEGG:04630,,,0.0412526379707444
NEK4,KEGG:04630,,,0.0412526379707444
CCDC85C,KEGG:04630,,,0.0412526379707444
INTS2,KEGG:04630,,,0.0412526379707444
PMEPA1,KEGG:04630,,,0.0412526379707444
MSI2,KEGG:04720,,,0.0412526379707444
YTHDC1,KEGG:04720,,,0.0412526379707444
COL6A3,KEGG:04720,,,0.0412526379707444
ERG,KEGG:04720,,,0.0412526379707444
KCTD20,KEGG:04720,,,0.0412526379707444
CYB561D1,KEGG:04720,,,0.0412526379707444
TMTC3,KEGG:05202,,,0.0443144710705144
AHCYL2,KEGG:05202,,,0.0443144710705144
CALN1,KEGG:05202,,,0.0443144710705144
NAV1,KEGG:05202,,,0.0443144710705144
ABI2,KEGG:05202,,,0.0443144710705144
ACVR1B,KEGG:05202,,,0.0443144710705144
NEK4,KEGG:05202,,,0.0443144710705144
DOK6,KEGG:05202,,,0.0443144710705144
KCNN3,KEGG:05202,,,0.0443144710705144
JAK1,KEGG:05202,,,0.0443144710705144
AFF3,KEGG:05202,,,0.0443144710705144
DZIP1,KEGG:04140,,,0.0443144710705144
NAV1,KEGG:04140,,,0.0443144710705144
ABHD5,KEGG:04140,,,0.0443144710705144
NFIX,KEGG:04140,,,0.0443144710705144
FLNC,KEGG:04140,,,0.0443144710705144
TMED8,KEGG:04140,,,0.0443144710705144
CSNK1A1,KEGG:04140,,,0.0443144710705144
STRADB,KEGG:04140,,,0.0443144710705144
PMEPA1,KEGG:04140,,,0.0443144710705144
CEP41,KEGG:04140,,,0.0443144710705144
DZIP1,KEGG:05225,,,0.0443144710705144
JCAD,KEGG:05225,,,0.0443144710705144
CALN1,KEGG:05225,,,0.0443144710705144
NAV1,KEGG:05225,,,0.0443144710705144
NFIX,KEGG:05225,,,0.0443144710705144
RUNX1T1,KEGG:05225,,,0.0443144710705144
PRELID2,KEGG:05225,,,0.0443144710705144
KIAA1217,KEGG:05225,,,0.0443144710705144
ERG,KEGG:05225,,,0.0443144710705144
LMOD1,KEGG:05225,,,0.0443144710705144
ATXN1,KEGG:04520,,,0.0461424441226178
TBX15,KEGG:04520,,,0.0461424441226178
CALN1,KEGG:04520,,,0.0461424441226178
NAV1,KEGG:04520,,,0.0461424441226178
KCNJ2,KEGG:04520,,,0.0461424441226178
ZC2HC1C,KEGG:04520,,,0.0461424441226178
CEP41,KEGG:04520,,,0.0461424441226178
