gene_id,gene_name,is_expressed
ENSG00000106415.13,GLCCI1,1
ENSG00000106436.7,MYL10,0
ENSG00000106443.17,PHF14,1
ENSG00000106459.15,NRF1,1
ENSG00000106460.19,TMEM106B,1
ENSG00000106462.11,EZH2,1
ENSG00000106477.20,CEP41,1
ENSG00000106479.11,ZNF862,1
ENSG00000106483.12,SFRP4,1
ENSG00000106484.16,MEST,1
ENSG00000106511.6,MEOX2,1
ENSG00000106524.9,ANKMY2,1
ENSG00000106526.10,ACTR3C,1
ENSG00000106536.21,POU6F2,1
ENSG00000106537.8,TSPAN13,1
ENSG00000106538.10,RARRES2,1
ENSG00000106541.12,AGR2,1
ENSG00000106546.14,AHR,1
ENSG00000106554.13,CHCHD3,1
ENSG00000106560.11,GIMAP2,1
ENSG00000106565.18,TMEM176B,1
ENSG00000106571.15,GLI3,1
ENSG00000106588.12,PSMA2,1
ENSG00000106591.4,MRPL32,1
ENSG00000106603.19,COA1,1
ENSG00000106605.11,BLVRA,1
ENSG00000106608.17,URGCP,1
ENSG00000106609.16,TMEM248,1
ENSG00000106615.10,RHEB,1
ENSG00000106617.15,PRKAG2,1
ENSG00000106624.11,AEBP1,1
ENSG00000106628.11,POLD2,1
ENSG00000106631.8,MYL7,1
ENSG00000106633.17,GCK,1
ENSG00000106635.8,BCL7B,1
ENSG00000106636.9,YKT6,1
ENSG00000106638.17,TBL2,1
ENSG00000106648.14,GALNTL5,0
ENSG00000106665.16,CLIP2,1
ENSG00000106682.15,EIF4H,1
ENSG00000106683.15,LIMK1,1
ENSG00000106686.16,SPATA6L,1
ENSG00000106688.12,SLC1A1,1
ENSG00000106689.11,LHX2,1
ENSG00000106692.15,FKTN,1
ENSG00000106701.13,FSD1L,1
ENSG00000106714.17,CNTNAP3,1
ENSG00000106723.17,SPIN1,1
ENSG00000106733.21,NMRK1,1
ENSG00000106771.13,TMEM245,1
ENSG00000106772.18,PRUNE2,1
ENSG00000106780.9,MEGF9,1
ENSG00000106785.15,TRIM14,1
ENSG00000106789.13,CORO2A,1
ENSG00000106799.13,TGFBR1,1
ENSG00000106803.10,SEC61B,1
ENSG00000106804.8,C5,1
ENSG00000106809.11,OGN,1
ENSG00000106819.13,ASPN,1
ENSG00000106823.12,ECM2,1
ENSG00000106829.20,TLE4,1
ENSG00000106852.15,LHX6,1
ENSG00000106853.20,PTGR1,1
ENSG00000106868.17,SUSD1,1
ENSG00000106927.12,AMBP,1
ENSG00000106948.17,AKNA,1
ENSG00000106952.7,TNFSF8,1
ENSG00000106976.21,DNM1,1
ENSG00000106991.14,ENG,1
ENSG00000106992.19,AK1,1
ENSG00000106993.12,CDC37L1,1
ENSG00000107014.9,RLN2,1
ENSG00000107018.8,RLN1,1
ENSG00000107020.10,PLGRKT,1
ENSG00000107021.16,TBC1D13,1
ENSG00000107036.12,RIC1,1
ENSG00000107077.19,KDM4C,1
ENSG00000107099.16,DOCK8,1
ENSG00000107104.20,KANK1,1
ENSG00000107105.15,ELAVL2,1
ENSG00000107130.10,NCS1,1
ENSG00000107140.16,TESK1,1
ENSG00000107147.14,KCNT1,1
ENSG00000107159.13,CA9,1
ENSG00000107164.16,FUBP3,1
ENSG00000107165.13,TYRP1,1
ENSG00000107175.12,CREB3,1
ENSG00000107185.10,RGP1,1
ENSG00000107186.17,MPDZ,1
ENSG00000107187.17,LHX3,0
ENSG00000107201.10,DDX58,1
ENSG00000107223.13,EDF1,1
ENSG00000107242.20,PIP5K1B,1
ENSG00000107249.23,GLIS3,1
ENSG00000107262.26,BAG1,1
ENSG00000107263.18,RAPGEF1,1
ENSG00000107281.10,NPDC1,1
ENSG00000107282.8,APBA1,1
ENSG00000107290.14,SETX,1
ENSG00000107295.10,SH3GL2,1
ENSG00000107317.13,PTGDS,1
ENSG00000107331.17,ABCA2,1
ENSG00000107338.10,SHB,1
ENSG00000107341.5,UBE2R2,1
ENSG00000107362.14,ABHD17B,1
ENSG00000107371.14,EXOSC3,1
ENSG00000107372.13,ZFAND5,1
ENSG00000107404.20,DVL1,1
ENSG00000107438.9,PDLIM1,1
ENSG00000107443.16,CCNJ,1
ENSG00000107447.8,DNTT,0
ENSG00000107485.18,GATA3,1
ENSG00000107518.18,ATRNL1,1
ENSG00000107521.19,HPS1,1
ENSG00000107537.14,PHYH,1
ENSG00000107551.21,RASSF4,1
ENSG00000107554.17,DNMBP,1
ENSG00000107560.12,RAB11FIP2,1
ENSG00000107562.16,CXCL12,1
ENSG00000107566.14,ERLIN1,1
ENSG00000107581.13,EIF3A,1
ENSG00000107593.17,PKD2L1,1
ENSG00000107611.16,CUBN,1
ENSG00000107614.22,TRDMT1,1
ENSG00000107625.13,DDX50,1
ENSG00000107643.16,MAPK8,1
ENSG00000107651.13,SEC23IP,1
ENSG00000107669.18,ATE1,1
ENSG00000107672.15,NSMCE4A,1
ENSG00000107679.14,PLEKHA1,1
ENSG00000107719.9,PALD1,1
ENSG00000107731.12,UNC5B,1
ENSG00000107736.21,CDH23,1
ENSG00000107738.20,VSIR,1
ENSG00000107742.13,SPOCK2,1
ENSG00000107745.19,MICU1,1
ENSG00000107758.16,PPP3CB,1
ENSG00000107771.17,CCSER2,1
ENSG00000107779.14,BMPR1A,1
ENSG00000107789.16,MINPP1,1
ENSG00000107796.13,ACTA2,1
ENSG00000107798.18,LIPA,1
ENSG00000107807.13,TLX1,1
ENSG00000107815.10,TWNK,1
ENSG00000107816.17,LZTS2,1
ENSG00000107819.13,SFXN3,1
ENSG00000107821.15,KAZALD1,1
ENSG00000107829.15,FBXW4,1
ENSG00000107831.13,FGF8,0
ENSG00000107833.10,NPM3,1
ENSG00000107854.6,TNKS2,1
ENSG00000107859.10,PITX3,0
ENSG00000107862.6,GBF1,1
ENSG00000107863.18,ARHGAP21,1
ENSG00000107864.15,CPEB3,1
ENSG00000107872.13,FBXL15,1
ENSG00000107874.11,CUEDC2,1
ENSG00000107882.12,SUFU,1
ENSG00000107890.17,ANKRD26,1
ENSG00000107897.20,ACBD5,1
ENSG00000107902.14,LHPP,1
ENSG00000107929.15,LARP4B,1
ENSG00000107937.19,GTPBP4,1
ENSG00000107938.18,EDRF1,1
ENSG00000107949.17,BCCIP,1
ENSG00000107951.15,MTPAP,1
ENSG00000107954.10,NEURL1,1
ENSG00000107957.16,SH3PXD2A,1
ENSG00000107959.17,PITRM1,1
ENSG00000107960.11,STN1,1
ENSG00000107968.10,MAP3K8,1
ENSG00000107984.10,DKK1,1
ENSG00000108001.15,EBF3,1
ENSG00000108010.12,GLRX3,1
ENSG00000108018.15,SORCS1,1
ENSG00000108021.20,TASOR2,1
ENSG00000108039.18,XPNPEP1,1
ENSG00000108055.10,SMC3,1
ENSG00000108061.12,SHOC2,1
ENSG00000108064.11,TFAM,1
ENSG00000108091.11,CCDC6,1
ENSG00000108094.16,CUL2,1
ENSG00000108100.18,CCNY,1
ENSG00000108106.14,UBE2S,1
ENSG00000108107.15,RPL28,1
ENSG00000108175.17,ZMIZ1,1
ENSG00000108176.15,DNAJC12,1
ENSG00000108179.14,PPIF,1
ENSG00000108187.16,PBLD,1
ENSG00000108219.15,TSPAN14,1
ENSG00000108231.14,LGI1,1
ENSG00000108239.9,TBC1D12,1
ENSG00000108242.13,CYP2C18,0
ENSG00000108244.17,KRT23,1
ENSG00000108255.8,CRYBA1,0
ENSG00000108256.9,NUFIP2,1
ENSG00000108262.16,GIT1,1
ENSG00000108298.12,RPL19,1
ENSG00000108306.13,FBXL20,1
ENSG00000108309.14,RUNDC3A,1
ENSG00000108312.15,UBTF,1
ENSG00000108342.13,CSF3,1
ENSG00000108344.15,PSMD3,1
ENSG00000108349.17,CASC3,1
ENSG00000108352.13,RAPGEFL1,1
ENSG00000108370.17,RGS9,1
ENSG00000108375.13,RNF43,1
ENSG00000108379.10,WNT3,1
ENSG00000108381.11,ASPA,1
ENSG00000108384.15,RAD51C,1
ENSG00000108387.15,SEPTIN4,1
ENSG00000108389.9,MTMR4,1
ENSG00000108395.14,TRIM37,1
ENSG00000108405.4,P2RX1,1
ENSG00000108406.10,DHX40,1
ENSG00000108417.4,KRT37,1
ENSG00000108423.15,TUBD1,1
ENSG00000108424.11,KPNB1,1
ENSG00000108433.17,GOSR2,1
ENSG00000108439.11,PNPO,1
ENSG00000108443.14,RPS6KB1,1
ENSG00000108448.21,TRIM16L,1
ENSG00000108465.15,CDK5RAP3,1
ENSG00000108468.15,CBX1,1
ENSG00000108469.15,RECQL5,1
ENSG00000108474.17,PIGL,1
ENSG00000108479.12,GALK1,1
ENSG00000108506.13,INTS2,1
ENSG00000108509.21,CAMTA2,1
ENSG00000108510.10,MED13,1
ENSG00000108511.10,HOXB6,1
ENSG00000108515.18,ENO3,1
ENSG00000108518.8,PFN1,1
ENSG00000108523.16,RNF167,1
ENSG00000108528.14,SLC25A11,1
ENSG00000108551.5,RASD1,1
ENSG00000108556.10,CHRNE,1
ENSG00000108557.19,RAI1,1
ENSG00000108559.12,NUP88,1
ENSG00000108561.8,C1QBP,1
ENSG00000108576.10,SLC6A4,1
ENSG00000108578.15,BLMH,1
ENSG00000108582.12,CPD,1
ENSG00000108587.16,GOSR1,1
ENSG00000108588.14,CCDC47,1
ENSG00000108590.11,MED31,1
ENSG00000108591.10,DRG2,1
ENSG00000108592.17,FTSJ3,1
ENSG00000108599.15,AKAP10,1
ENSG00000108602.18,ALDH3A1,1
ENSG00000108604.16,SMARCD2,1
ENSG00000108622.11,ICAM2,1
ENSG00000108639.8,SYNGR2,1
ENSG00000108641.19,B9D1,1
ENSG00000108651.10,UTP6,1
ENSG00000108654.16,DDX5,1
ENSG00000108666.10,C17orf75,1
ENSG00000108669.16,CYTH1,1
ENSG00000108671.11,PSMD11,1
ENSG00000108679.13,LGALS3BP,1
ENSG00000108684.15,ASIC2,1
ENSG00000108688.11,CCL7,1
ENSG00000108691.9,CCL2,1
ENSG00000108700.5,CCL8,1
ENSG00000108702.4,CCL1,0
ENSG00000108733.11,PEX12,1
ENSG00000108759.4,KRT32,1
ENSG00000108771.13,DHX58,1
ENSG00000108773.11,KAT2A,1
ENSG00000108774.15,RAB5C,1
ENSG00000108784.10,NAGLU,1
ENSG00000108786.11,HSD17B1,1
ENSG00000108788.12,MLX,1
ENSG00000108797.12,CNTNAP1,1
ENSG00000108798.9,ABI3,1
ENSG00000108799.13,EZH1,1
ENSG00000108813.11,DLX4,1
ENSG00000108819.11,PPP1R9B,1
ENSG00000108821.14,COL1A1,1
ENSG00000108823.16,SGCA,1
ENSG00000108825.18,PTGES3L-AARSD1,0
ENSG00000108826.16,MRPL27,1
ENSG00000108828.16,VAT1,1
ENSG00000108829.10,LRRC59,1
ENSG00000108830.10,RND2,1
ENSG00000108839.12,ALOX12,1
ENSG00000108840.15,HDAC5,1
ENSG00000108846.16,ABCC3,1
ENSG00000108848.16,LUC7L3,1
ENSG00000108849.8,PPY,0
ENSG00000108852.15,MPP2,1
ENSG00000108854.16,SMURF2,1
ENSG00000108861.9,DUSP3,1
ENSG00000108878.5,CACNG1,1
ENSG00000108883.13,EFTUD2,1
ENSG00000108924.14,HLF,1
ENSG00000108932.12,SLC16A6,1
ENSG00000108946.15,PRKAR1A,1
ENSG00000108947.5,EFNB3,1
ENSG00000108950.12,FAM20A,1
ENSG00000108953.17,YWHAE,1
ENSG00000108960.9,MMD,1
ENSG00000108961.14,RANGRF,1
ENSG00000108963.19,DPH1,1
ENSG00000108984.15,MAP2K6,1
ENSG00000109016.17,DHRS7B,1
ENSG00000109046.15,WSB1,1
ENSG00000109047.8,RCVRN,1
ENSG00000109061.10,MYH1,1
ENSG00000109062.12,SLC9A3R1,1
ENSG00000109063.15,MYH3,1
ENSG00000109065.12,NAT9,1
ENSG00000109066.14,TMEM104,1
ENSG00000109072.14,VTN,1
ENSG00000109079.10,TNFAIP1,1
ENSG00000109083.14,IFT20,1
ENSG00000109084.14,TMEM97,1
ENSG00000109089.7,CDR2L,1
ENSG00000109099.16,PMP22,1
ENSG00000109101.8,FOXN1,1
ENSG00000109103.12,UNC119,1
ENSG00000109107.14,ALDOC,1
ENSG00000109111.15,SUPT6H,1
ENSG00000109113.20,RAB34,1
ENSG00000109118.14,PHF12,1
ENSG00000109132.7,PHOX2B,0
ENSG00000109133.13,TMEM33,1
ENSG00000109158.11,GABRA4,1
ENSG00000109163.7,GNRHR,1
ENSG00000109171.15,SLAIN2,1
ENSG00000109180.15,OCIAD1,1
ENSG00000109181.12,UGT2B10,1
ENSG00000109182.12,CWH43,1
ENSG00000109184.15,DCUN1D4,1
ENSG00000109189.13,USP46,1
ENSG00000109193.12,SULT1E1,1
ENSG00000109205.16,ODAM,1
ENSG00000109208.5,SMR3A,0
ENSG00000109220.11,CHIC2,1
ENSG00000109255.11,NMU,1
ENSG00000109265.14,CRACD,1
ENSG00000109270.13,LAMTOR3,1
ENSG00000109272.4,PF4V1,0
ENSG00000109320.13,NFKB1,1
ENSG00000109321.11,AREG,1
ENSG00000109323.11,MANBA,1
ENSG00000109332.20,UBE2D3,1
ENSG00000109339.24,MAPK10,1
ENSG00000109381.20,ELF2,1
ENSG00000109390.13,NDUFC1,1
ENSG00000109424.4,UCP1,1
ENSG00000109436.8,TBC1D9,1
ENSG00000109445.11,ZNF330,1
ENSG00000109452.12,INPP4B,1
ENSG00000109458.8,GAB1,1
ENSG00000109466.14,KLHL2,1
ENSG00000109471.5,IL2,1
ENSG00000109472.14,CPE,1
ENSG00000109475.16,RPL34,1
ENSG00000109501.14,WFS1,1
ENSG00000109511.12,ANXA10,1
ENSG00000109519.13,GRPEL1,1
ENSG00000109534.17,GAR1,1
ENSG00000109536.12,FRG1,1
ENSG00000109572.14,CLCN3,1
ENSG00000109576.14,AADAT,1
ENSG00000109586.12,GALNT7,1
ENSG00000109606.13,DHX15,1
ENSG00000109610.6,SOD3,1
ENSG00000109618.12,SEPSECS,1
ENSG00000109625.19,CPZ,1
ENSG00000109654.16,TRIM2,1
ENSG00000109667.12,SLC2A9,1
ENSG00000109670.16,FBXW7,1
ENSG00000109674.4,NEIL3,1
ENSG00000109680.11,TBC1D19,1
ENSG00000109684.15,CLNK,1
ENSG00000109685.19,NSD2,1
ENSG00000109686.19,SH3D19,1
ENSG00000109689.18,STIM2,1
ENSG00000109705.8,NKX3-2,1
ENSG00000109736.15,MFSD10,1
ENSG00000109738.11,GLRB,1
ENSG00000109743.11,BST1,1
ENSG00000109756.9,RAPGEF2,1
ENSG00000109758.9,HGFAC,1
ENSG00000109762.16,SNX25,1
ENSG00000109771.15,LRP2BP,1
ENSG00000109775.11,UFSP2,1
ENSG00000109787.13,KLF3,1
ENSG00000109790.16,KLHL5,1
ENSG00000109794.13,FAM149A,1
ENSG00000109805.10,NCAPG,1
ENSG00000109814.12,UGDH,1
ENSG00000109819.9,PPARGC1A,1
ENSG00000109832.14,DDX25,1
ENSG00000109846.9,CRYAB,1
ENSG00000109851.7,DBX1,0
ENSG00000109854.14,HTATIP2,1
ENSG00000109861.17,CTSC,1
ENSG00000109881.17,CCDC34,1
ENSG00000109906.14,ZBTB16,1
ENSG00000109911.19,ELP4,1
ENSG00000109917.11,ZPR1,1
ENSG00000109919.10,MTCH2,1
ENSG00000109920.13,FNBP4,1
ENSG00000109927.11,TECTA,1
ENSG00000109929.10,SC5D,1
ENSG00000109943.9,CRTAM,1
ENSG00000109944.11,JHY,1
ENSG00000109956.13,B3GAT1,1
ENSG00000109971.14,HSPA8,1
ENSG00000109991.9,P2RX3,0
ENSG00000110002.16,VWA5A,1
ENSG00000110011.13,DNAJC4,1
ENSG00000110013.13,SIAE,1
ENSG00000110025.13,SNX15,1
ENSG00000110031.13,LPXN,1
ENSG00000110042.8,DTX4,1
ENSG00000110046.13,ATG2A,1
ENSG00000110047.18,EHD1,1
ENSG00000110048.12,OSBP,1
ENSG00000110057.8,UNC93B1,1
ENSG00000110060.9,PUS3,1
ENSG00000110063.10,DCPS,1
ENSG00000110066.15,KMT5B,1
ENSG00000110074.11,FOXRED1,1
ENSG00000110075.15,PPP6R3,1
ENSG00000110076.19,NRXN2,1
ENSG00000110077.14,MS4A6A,1
ENSG00000110079.18,MS4A4A,1
ENSG00000110080.20,ST3GAL4,1
ENSG00000110090.13,CPT1A,1
ENSG00000110092.4,CCND1,1
ENSG00000110104.13,CCDC86,1
ENSG00000110107.9,PRPF19,1
ENSG00000110108.10,TMEM109,1
ENSG00000110148.10,CCKBR,1
ENSG00000110169.11,HPX,1
ENSG00000110171.20,TRIM3,1
ENSG00000110172.12,CHORDC1,1
ENSG00000110195.14,FOLR1,1
ENSG00000110200.8,ANAPC15,1
ENSG00000110203.9,FOLR3,0
ENSG00000110218.9,PANX1,1
ENSG00000110237.5,ARHGEF17,1
ENSG00000110243.12,APOA5,0
ENSG00000110244.7,APOA4,0
ENSG00000110245.12,APOC3,0
ENSG00000110274.16,CEP164,1
ENSG00000110315.7,RNF141,1
ENSG00000110318.15,CEP126,1
ENSG00000110321.19,EIF4G2,1
ENSG00000110324.11,IL10RA,1
ENSG00000110328.6,GALNT18,1
ENSG00000110330.8,BIRC2,1
ENSG00000110344.10,UBE4A,1
ENSG00000110367.13,DDX6,1
ENSG00000110375.3,UPK2,1
ENSG00000110395.7,CBL,1
ENSG00000110400.11,NECTIN1,1
ENSG00000110422.12,HIPK3,1
ENSG00000110427.17,KIAA1549L,1
ENSG00000110429.14,FBXO3,1
ENSG00000110435.12,PDHX,1
ENSG00000110436.13,SLC1A2,1
ENSG00000110442.12,COMMD9,1
ENSG00000110446.11,SLC15A3,1
ENSG00000110448.11,CD5,1
ENSG00000110455.14,ACCS,1
ENSG00000110484.7,SCGB2A2,1
ENSG00000110492.15,MDK,1
ENSG00000110497.14,AMBRA1,1
ENSG00000110514.19,MADD,1
ENSG00000110536.14,PTPMT1,1
ENSG00000110583.13,NAA40,1
ENSG00000110619.18,CARS1,1
ENSG00000110628.16,SLC22A18,1
ENSG00000110651.12,CD81,1
ENSG00000110660.15,SLC35F2,1
ENSG00000110665.12,C11orf21,1
ENSG00000110675.13,ELMOD1,1
ENSG00000110680.13,CALCA,0
ENSG00000110693.18,SOX6,1
ENSG00000110696.10,C11orf58,1
ENSG00000110697.13,PITPNM1,1
ENSG00000110700.7,RPS13,1
ENSG00000110711.10,AIP,1
ENSG00000110713.17,NUP98,1
ENSG00000110717.13,NDUFS8,1
ENSG00000110719.10,TCIRG1,1
ENSG00000110721.12,CHKA,1
ENSG00000110723.12,EXPH5,1
ENSG00000110756.18,HPS5,1
ENSG00000110768.12,GTF2H1,1
ENSG00000110777.12,POU2AF1,1
ENSG00000110786.18,PTPN5,1
ENSG00000110799.14,VWF,1
ENSG00000110801.14,PSMD9,1
ENSG00000110811.20,P3H3,1
ENSG00000110841.14,PPFIBP1,1
ENSG00000110844.14,PRPF40B,1
ENSG00000110848.8,CD69,1
ENSG00000110851.12,PRDM4,1
ENSG00000110852.4,CLEC2B,1
ENSG00000110871.15,COQ5,1
ENSG00000110876.10,SELPLG,1
ENSG00000110880.11,CORO1C,1
ENSG00000110881.12,ASIC1,1
ENSG00000110887.8,DAO,0
ENSG00000110888.17,CAPRIN2,1
ENSG00000110900.16,TSPAN11,1
ENSG00000110906.13,KCTD10,1
ENSG00000110911.16,SLC11A2,1
ENSG00000110917.8,MLEC,1
ENSG00000110921.14,MVK,1
ENSG00000110925.7,CSRNP2,1
ENSG00000110931.19,CAMKK2,1
ENSG00000110934.13,BIN2,1
ENSG00000110944.9,IL23A,1
ENSG00000110955.9,ATP5F1B,1
ENSG00000110958.16,PTGES3,1
ENSG00000110975.8,SYT10,1
ENSG00000110987.9,BCL7A,1
ENSG00000111011.18,RSRC2,1
ENSG00000111012.10,CYP27B1,1
ENSG00000111046.4,MYF6,0
ENSG00000111049.4,MYF5,0
ENSG00000111052.7,LIN7A,1
ENSG00000111057.11,KRT18,1
ENSG00000111058.8,ACSS3,1
ENSG00000111077.18,TNS2,1
ENSG00000111087.10,GLI1,1
ENSG00000111110.12,PPM1H,1
ENSG00000111142.14,METAP2,1
ENSG00000111144.10,LTA4H,1
ENSG00000111145.8,ELK3,1
ENSG00000111181.12,SLC6A12,1
ENSG00000111186.13,WNT5B,1
ENSG00000111196.10,MAGOHB,1
ENSG00000111199.12,TRPV4,1
ENSG00000111203.13,ITFG2,1
ENSG00000111206.13,FOXM1,1
ENSG00000111215.12,PRR4,1
ENSG00000111218.12,PRMT8,1
ENSG00000111224.14,PARP11,1
ENSG00000111229.16,ARPC3,1
ENSG00000111231.9,GPN3,1
ENSG00000111237.19,VPS29,1
ENSG00000111241.2,FGF6,0
ENSG00000111245.17,MYL2,0
ENSG00000111247.15,RAD51AP1,1
ENSG00000111249.14,CUX2,1
ENSG00000111252.11,SH2B3,1
ENSG00000111254.8,AKAP3,1
ENSG00000111261.14,MANSC1,1
ENSG00000111262.6,KCNA1,1
ENSG00000111266.9,DUSP16,1
ENSG00000111269.3,CREBL2,1
ENSG00000111271.15,ACAD10,1
ENSG00000111275.13,ALDH2,1
ENSG00000111276.11,CDKN1B,1
ENSG00000111291.8,GPRC5D,1
ENSG00000111300.10,NAA25,1
ENSG00000111305.19,GSG1,1
ENSG00000111319.13,SCNN1A,1
ENSG00000111321.11,LTBR,1
ENSG00000111325.16,OGFOD2,1
ENSG00000111328.7,CDK2AP1,1
ENSG00000111331.13,OAS3,1
ENSG00000111335.13,OAS2,1
ENSG00000111339.12,ART4,1
ENSG00000111341.10,MGP,1
ENSG00000111344.11,RASAL1,1
ENSG00000111348.9,ARHGDIB,1
ENSG00000111358.14,GTF2H3,1
ENSG00000111361.13,EIF2B1,1
ENSG00000111364.16,DDX55,1
ENSG00000111371.16,SLC38A1,1
ENSG00000111404.7,RERGL,1
ENSG00000111405.9,ENDOU,1
ENSG00000111412.6,SPRING1,1
ENSG00000111424.12,VDR,1
ENSG00000111432.4,FZD10,1
ENSG00000111445.14,RFC5,1
ENSG00000111450.14,STX2,1
ENSG00000111452.13,ADGRD1,1
ENSG00000111481.10,COPZ1,1
ENSG00000111490.15,TBC1D30,1
ENSG00000111530.13,CAND1,1
ENSG00000111536.5,IL26,0
ENSG00000111537.5,IFNG,1
ENSG00000111540.16,RAB5B,1
ENSG00000111554.14,MDM1,1
ENSG00000111581.10,NUP107,1
ENSG00000111596.14,CNOT2,1
ENSG00000111602.12,TIMELESS,1
ENSG00000111605.18,CPSF6,1
ENSG00000111615.14,KRR1,1
ENSG00000111639.8,MRPL51,1
ENSG00000111640.15,GAPDH,1
ENSG00000111641.12,NOP2,1
ENSG00000111642.16,CHD4,1
ENSG00000111644.8,ACRBP,1
ENSG00000111647.13,UHRF1BP1L,1
ENSG00000111652.10,COPS7A,1
ENSG00000111653.20,ING4,1
ENSG00000111664.11,GNB3,1
ENSG00000111665.12,CDCA3,1
ENSG00000111666.11,CHPT1,1
ENSG00000111667.14,USP5,1
ENSG00000111669.15,TPI1,1
ENSG00000111670.16,GNPTAB,1
ENSG00000111671.10,SPSB2,1
ENSG00000111674.9,ENO2,1
ENSG00000111676.15,ATN1,1
ENSG00000111678.11,C12orf57,1
ENSG00000111679.17,PTPN6,1
ENSG00000111684.11,LPCAT3,1
ENSG00000111696.12,NT5DC3,1
ENSG00000111700.13,SLCO1B3,0
ENSG00000111701.7,APOBEC1,0
ENSG00000111704.11,NANOG,0
ENSG00000111707.12,SUDS3,1
ENSG00000111711.10,GOLT1B,1
ENSG00000111713.3,GYS2,0
ENSG00000111716.14,LDHB,1
ENSG00000111725.11,PRKAB1,1
ENSG00000111726.13,CMAS,1
ENSG00000111727.12,HCFC2,1
ENSG00000111728.10,ST8SIA1,1
ENSG00000111729.14,CLEC4A,1
ENSG00000111731.12,C2CD5,1
ENSG00000111732.11,AICDA,1
ENSG00000111737.12,RAB35,1
ENSG00000111752.11,PHC1,1
ENSG00000111775.3,COX6A1,1
ENSG00000111780.8,AL021546.1,0
ENSG00000111783.13,RFX4,0
ENSG00000111785.21,RIC8B,1
ENSG00000111786.9,SRSF9,1
ENSG00000111790.14,FGFR1OP2,1
ENSG00000111796.4,KLRB1,1
ENSG00000111799.21,COL12A1,1
ENSG00000111801.16,BTN3A3,1
ENSG00000111802.14,TDP2,1
ENSG00000111816.8,FRK,1
ENSG00000111817.19,DSE,1
ENSG00000111832.13,RWDD1,1
ENSG00000111834.13,RSPH4A,1
ENSG00000111837.12,MAK,1
ENSG00000111843.14,TMEM14C,1
ENSG00000111845.5,PAK1IP1,1
ENSG00000111846.19,GCNT2,1
ENSG00000111850.11,SMIM8,1
ENSG00000111859.17,NEDD9,1
ENSG00000111860.14,CEP85L,1
ENSG00000111863.13,ADTRP,1
ENSG00000111875.8,ASF1A,1
ENSG00000111877.17,MCM9,1
ENSG00000111879.20,FAM184A,1
ENSG00000111880.16,RNGTT,1
ENSG00000111885.7,MAN1A1,1
ENSG00000111886.11,GABRR2,1
ENSG00000111897.7,SERINC1,1
ENSG00000111906.18,HDDC2,1
ENSG00000111907.21,TPD52L1,1
ENSG00000111911.7,HINT3,1
ENSG00000111912.20,NCOA7,1
ENSG00000111913.20,RIPOR2,1
ENSG00000111961.18,SASH1,1
ENSG00000111962.8,UST,1
ENSG00000111981.5,ULBP1,1
ENSG00000112029.10,FBXO5,1
ENSG00000112031.16,MTRF1L,1
ENSG00000112033.14,PPARD,1
ENSG00000112038.18,OPRM1,0
ENSG00000112039.5,FANCE,1
ENSG00000112041.13,TULP1,1
ENSG00000112053.14,SLC26A8,1
ENSG00000112062.11,MAPK14,1
ENSG00000112077.17,RHAG,0
ENSG00000112078.14,KCTD20,1
ENSG00000112079.9,STK38,1
ENSG00000112081.17,SRSF3,1
ENSG00000112096.19,SOD2,1
ENSG00000112110.10,MRPL18,1
ENSG00000112115.7,IL17A,0
ENSG00000112116.10,IL17F,0
ENSG00000112118.20,MCM3,1
ENSG00000112130.17,RNF8,1
ENSG00000112137.18,PHACTR1,1
ENSG00000112139.16,MDGA1,1
ENSG00000112144.16,CILK1,1
ENSG00000112146.17,FBXO9,1
ENSG00000112149.10,CD83,1
ENSG00000112159.12,MDN1,1
ENSG00000112164.6,GLP1R,1
ENSG00000112167.10,SAYSD1,1
ENSG00000112175.8,BMP5,1
ENSG00000112182.15,BACH2,1
ENSG00000112183.15,RBM24,1
ENSG00000112186.12,CAP2,1
ENSG00000112195.9,TREML2,1
ENSG00000112200.17,ZNF451,1
ENSG00000112208.11,BAG2,1
ENSG00000112210.12,RAB23,1
ENSG00000112212.12,TSPO2,1
ENSG00000112214.10,FHL5,1
ENSG00000112218.9,GPR63,1
ENSG00000112232.10,KHDRBS2,1
ENSG00000112234.9,FBXL4,1
ENSG00000112237.13,CCNC,1
ENSG00000112238.12,PRDM13,0
ENSG00000112242.15,E2F3,1
ENSG00000112245.12,PTP4A1,1
ENSG00000112246.10,SIM1,1
ENSG00000112249.14,ASCC3,1
ENSG00000112273.7,HDGFL1,0
ENSG00000112276.14,BVES,1
ENSG00000112280.17,COL9A1,1
ENSG00000112282.18,MED23,1
ENSG00000112290.13,WASF1,1
ENSG00000112293.15,GPLD1,1
ENSG00000112294.14,ALDH5A1,1
ENSG00000112297.18,CRYBG1,1
ENSG00000112299.8,VNN1,1
ENSG00000112303.14,VNN2,1
ENSG00000112304.11,ACOT13,1
ENSG00000112305.15,SMAP1,1
ENSG00000112306.8,RPS12,1
ENSG00000112308.13,C6orf62,1
ENSG00000112309.11,B3GAT2,1
ENSG00000112312.10,GMNN,1
ENSG00000112319.19,EYA4,1
ENSG00000112320.12,SOBP,1
ENSG00000112333.12,NR2E1,1
ENSG00000112335.15,SNX3,1
ENSG00000112337.10,SLC17A2,0
ENSG00000112339.15,HBS1L,1
ENSG00000112343.11,TRIM38,1
ENSG00000112357.14,PEX7,1
